date,EW-L,EW-S,EW-LS,VW-L,VW-S,VW-LS
2019-07-05,20.608270282454182,-13.836938008095245,6.771332274358939,24.60134188833035,-16.81814177223644,7.783200116093915
2019-07-08,20.241721787145003,-14.469486927239995,5.772234859905011,24.81702549417083,-17.17360934390802,7.643416150262819
2019-07-09,19.505658618441696,-13.770016288987222,5.735642329454476,24.051564767681075,-16.12852726907861,7.9230374986024685
2019-07-10,20.105985265850794,-15.383509318742902,4.722475947107891,25.400917021192065,-17.20681496422988,8.194102056962189
2019-07-11,19.63122570269964,-15.578218915603081,4.053006787096561,25.720502103839767,-17.419150514606358,8.30135158923341
2019-07-12,19.072880615443143,-15.265797340815615,3.8070832746275283,25.393780324892806,-17.199284944904036,8.194495379988775
2019-07-15,19.86872896773105,-15.859162769297185,4.009566198433865,26.301317654179986,-17.449267676840773,8.852049977339215
2019-07-16,19.863963041475223,-15.23409740330256,4.629865638172663,26.34675372550945,-17.005223691063502,9.341530034445954
2019-07-17,19.622655218913494,-13.89068967540738,5.731965543506111,26.226421926753375,-16.135739099385738,10.090682827367644
2019-07-18,19.15993226015194,-13.220404794577567,5.939527465574372,26.53824308125015,-15.880382693463584,10.657860387786574
2019-07-19,20.248197285443144,-13.284451650622728,6.963745634820412,27.75466567214673,-16.06808147181021,11.68658420033652
2019-07-22,19.504242419849408,-12.592422105373855,6.91182031447555,26.80678862426194,-15.299562092447289,11.507226531814657
2019-07-23,20.284691277460247,-11.970422177151525,8.314269100308715,27.732618984930426,-15.890022917717387,11.842596067213043
2019-07-24,20.045973516193484,-12.186487532741893,7.859485983451584,27.21290580122433,-17.177723788194267,10.035182013030063
2019-07-25,21.05472710559264,-13.947382718586743,7.107344387005894,27.9804513937156,-18.163402565718314,9.81704882799729
2019-07-26,20.32448474706681,-11.824342403538754,8.50014234352805,29.16279105894765,-17.381639534297285,11.78115152465037
2019-07-29,21.448744070489163,-11.837599949391048,9.611144121098109,29.7354096018076,-17.19989163365903,12.535517968148577
2019-07-30,19.959176311154376,-9.917197691208848,10.041978619945525,34.27105598491912,-17.422752446578322,16.848303538340808
2019-07-31,20.241414998052957,-11.590960748396315,8.65045424965664,30.365860377523795,-18.24740242037181,12.118457957151993
2019-08-01,18.79205559049372,-10.266226635532902,8.525828954960815,30.088763266798065,-17.628095909206703,12.460667357591367
2019-08-02,18.209561349361667,-8.583753867903688,9.625807481457976,29.38049383047722,-15.172818479994135,14.207675350483093
2019-08-05,16.55274072454721,-5.381467250880539,11.171273473666668,27.859971775864494,-12.761544380451136,15.098427395413363
2019-08-06,16.91780345865365,-5.126834037089107,11.790969421564544,28.09013645263706,-11.592900301140556,16.497236151496512
2019-08-07,17.571084141268916,-2.5533984223572808,15.017685718911633,29.301556035860347,-10.49104305333191,18.810512982528444
2019-08-08,18.811591395210563,-3.714303504484045,15.097287890726516,31.33185379548526,-10.75017638693032,20.581677408554945
2019-08-09,20.327052286167124,-5.223671180472611,15.103381105694513,32.35209255426873,-11.000863479951018,21.351229074317718
2019-08-12,20.42464963231528,-5.265857052128785,15.158792580186493,32.26236805649398,-10.070644704715585,22.191723351778403
2019-08-13,20.165657468426108,-4.048782368283608,16.1168751001425,31.89661360607448,-8.817721823525767,23.078891782548716
2019-08-14,19.96192368676378,-2.8183823040980824,17.143541382665695,31.92853139018267,-8.934596667199205,22.993934722983468
2019-08-15,19.251764352980473,-1.6554602735400352,17.596304079440436,31.02840919303204,-8.689244019697119,22.339165173334926
2019-08-16,20.09501155190914,-0.61838672034903,19.47662483156011,32.31377992508244,-8.88488906749831,23.428890857584136
2019-08-19,21.353704258952803,-3.0812998027392147,18.272404456213586,34.40997862832287,-10.41193419297142,23.998044435351453
2019-08-20,21.921382804226557,-4.315395489728246,17.605987314498307,35.27094660098135,-12.004731817758028,23.266214783223322
2019-08-21,22.031471810655034,-4.991564552968686,17.039907257686345,34.10438933795209,-14.681466177093405,19.422923160858694
2019-08-22,22.697168686901627,-5.650406320039654,17.046762366861973,34.29813303887994,-14.830297703189876,19.467835335690072
2019-08-23,22.161197049724514,-4.583744673209879,17.577452376514636,34.41007074145272,-13.37065573953263,21.0394150019201
2019-08-26,21.104368088657907,-2.8258892824757478,18.278478806182157,32.822463206410525,-12.633677591770171,20.188785614640363
2019-08-27,21.76081608691585,-3.0281581848420194,18.73265790207383,33.73347947062395,-12.317551836853452,21.415927633770504
2019-08-28,20.87054900902571,-0.8774236186771867,19.99312539034852,32.281604071067825,-12.80077752709088,19.48082654397696
2019-08-29,21.609793042436166,-3.0116858547657257,18.59810718767044,32.86688648641826,-12.66269765567643,20.20418883074184
2019-08-30,21.497905241757852,-4.346964430130624,17.15094081162723,33.50454668123178,-15.128479467960185,18.3760672132716
2019-09-03,20.22708558439002,-3.3646539542887224,16.8624316301013,32.956902357784,-14.672057518925696,18.284844838858312
2019-09-04,20.05754217793422,-4.723351975797095,15.334190202137126,35.261349927010116,-16.05683297408196,19.204516952928163
2019-09-05,20.663072587053303,-6.341135710656704,14.321936876396602,35.69604283350489,-18.503558364003187,17.19248446950171
2019-09-06,20.266569211659405,-4.874212445691246,15.392356765968163,35.20883123503615,-17.414752107151063,17.794079127885098
2019-09-09,21.219336279564846,-5.436840542770344,15.782495736794505,35.277659254191356,-17.480980261631213,17.796678992560157
2019-09-10,20.28534464426445,-8.184181765559975,12.101162878704477,33.99280075765741,-18.77887377923638,15.21392697842105
2019-09-11,20.966923664575308,-8.608402485905598,12.358521178669715,33.96870439576091,-19.070434600073582,14.89826979568734
2019-09-12,22.534964950815084,-9.671096826642591,12.8638681241725,33.05650823184806,-18.572335938891374,14.484172292956703
2019-09-13,22.466253840271904,-10.000840916576138,12.465412923695771,33.07507837503159,-19.136906962202605,13.938171412828998
2019-09-16,21.811140031148685,-8.22389085905471,13.58724917209398,31.530054236169487,-18.543490930244758,12.986563305924742
2019-09-17,21.79367239532333,-8.638097177468286,13.15557521785505,31.356835529731164,-19.234249932698148,12.122585597033028
2019-09-18,20.30560081150829,-7.448360229201914,12.857240582306384,31.171090446618337,-17.419386111771143,13.75170433484721
2019-09-19,20.782880101931546,-7.171953036849388,13.610927065082166,31.71083662285103,-16.847433612165773,14.86340301068527
2019-09-20,18.88788254887965,-5.932815852689263,12.955066696190393,32.40876896612528,-16.937340647780232,15.471428318345062
2019-09-23,17.787175900637784,-8.171007127283039,9.616168773354747,31.028186201337544,-16.081764355805564,14.946421845531995
2019-09-24,18.85826826692062,-9.43669567944568,9.421572587474945,31.931725970845036,-16.934888062692195,14.996837908152857
2019-09-25,17.68041418857418,-7.970706224314765,9.709707964259417,31.50374194420908,-16.065615250347474,15.438126693861623
2019-09-26,18.187132060726345,-8.60420844273783,9.582923617988518,31.5780845895469,-16.76279827482231,14.81528631472461
2019-09-27,17.690933024394706,-5.222910328577223,12.468022695817487,31.832038926055205,-14.486017800455386,17.346021125599837
2019-09-30,16.93544582490655,-3.7072409452786546,13.2282048796279,31.835204770309133,-13.192521650166567,18.642683120142586
2019-10-01,16.670261041319122,-4.073133770886346,12.59712727043278,32.55297256678041,-14.164236608025757,18.38873595875467
2019-10-02,15.11656230005674,-0.5632334829837591,14.553328817072986,31.385547419344267,-10.654730555685187,20.730816863659097
2019-10-03,14.216658009875834,0.15937116087512138,14.376029170750959,30.68632669052694,-9.04434606670586,21.641980623821098
2019-10-04,14.900649611486019,0.657392979608795,15.558042591094818,31.998678737808493,-8.732198664562391,23.26648007324612
2019-10-07,15.240867886922024,0.12501933100766383,15.365887217929691,32.39550127102891,-8.641464292021674,23.754036979007257
2019-10-08,14.50715146264364,1.3717915229005502,15.878942985544189,31.164027070400195,-7.776105959877847,23.38792111052237
2019-10-09,15.320529519962662,1.6277987865620607,16.948328306524722,31.673697536772956,-7.657087810876774,24.0166097258962
2019-10-10,15.655600606652012,1.6707113220169514,17.326311928668964,32.3008508094001,-7.606528346999762,24.694322462400358
2019-10-11,17.265294367929478,-0.43837679440582694,16.82691757352365,33.307994509897256,-10.439372268648194,22.868622241249074
2019-10-14,17.051238911407484,-4.334692716588541,12.716546194818946,33.03143533450273,-10.6453352607437,22.386100073759046
2019-10-15,17.517443489656063,-4.950717420431126,12.566726069224934,33.425367617270034,-11.03091514659096,22.39445247067909
2019-10-16,18.240686851356834,-5.217231020764525,13.02345583059231,34.69523945530499,-10.94679732598445,23.74844212932056
2019-10-17,18.43875666425403,-5.2963647234874225,13.142391940766608,35.210695529002834,-11.22917382607858,23.98152170292427
2019-10-18,19.028775708248034,-6.244001120691073,12.784774587556964,34.79379646644964,-12.032968679718701,22.760827786730953
2019-10-21,20.15779493711053,-6.770802754151717,13.386992182958815,35.20083264782994,-12.66484430682616,22.5359883410038
2019-10-22,20.236938602311184,-7.652624950112869,12.584313652198317,36.35183265607844,-12.842862680641637,23.508969975436823
2019-10-23,19.89379779174105,-7.868585580733137,12.025212211007913,36.09109714930668,-12.658282599733681,23.432814549573013
2019-10-24,20.666427085429433,-9.299527490952403,11.366899594477028,36.628690623625644,-15.093344060138017,21.535346563487643
2019-10-25,19.52716642423942,-8.609021764532507,10.918144659706916,36.57484759566627,-14.446434580118444,22.12841301554784
2019-10-28,20.62174990358166,-9.116801011617085,11.504948891964577,37.91571419091322,-15.724377081993826,22.19133710891941
2019-10-29,20.22516922707199,-8.262917965679094,11.962251261392897,37.708404325435744,-15.169578884622286,22.538825440813476
2019-10-30,20.435326431660755,-8.622307579107611,11.813018852553148,37.656393248573565,-15.240714698071468,22.415678550502115
2019-10-31,19.833961119573843,-13.041235312776267,6.792725806797578,37.67064031209682,-15.025501573987917,22.645138738108916
2019-11-01,19.422874542646888,-12.607440886680896,6.815433655965995,38.19862242137311,-15.300275889152914,22.898346532220202
2019-11-04,21.955521313334742,-14.940834762737326,7.0146865505974185,39.10614810894474,-17.351498744592515,21.75464936435224
2019-11-05,21.660913421630916,-16.18346049176387,5.477452929867048,37.9457390352344,-17.229054608345745,20.71668442688867
2019-11-06,20.91148355978828,-15.939144941131417,4.972338618656864,37.9523733574847,-17.433780265256672,20.518593092228045
2019-11-07,22.888811047345882,-16.488030678981993,6.400780368363892,38.874721476270196,-17.954671939505086,20.920049536765124
2019-11-08,22.686919087805567,-15.367635367650262,7.319283720155304,38.75511607412097,-16.755581340196585,21.9995347339244
2019-11-11,22.932519301091205,-15.266961187375802,7.665558113715401,38.18988977936414,-15.154897279819995,23.034992499544153
2019-11-12,23.695112617074276,-16.33131698411194,7.363795632962336,38.23534922986265,-16.960634520952652,21.274714708910004
2019-11-13,22.671538128278794,-15.170245043235722,7.501293085043069,37.8542616943217,-16.215269800056,21.638991894265708
2019-11-14,22.480044853166635,-14.37293827614746,8.107106577019174,38.04330447714248,-15.918616564400462,22.124687912742015
2019-11-15,22.032231554269774,-13.74519430344022,8.28703725082955,38.123271836656016,-15.34970659731821,22.773565239337813
2019-11-18,22.17826549411693,-13.752110604077423,8.426154890039502,38.581795991201446,-15.210655770623488,23.371140220577963
2019-11-19,22.477847689007717,-11.176157057335462,11.301690631672253,39.05236255105664,-14.435376359510697,24.616986191545948
2019-11-20,21.57817234636345,-10.312411688313421,11.265760658050024,38.86605286079847,-13.31622863594942,25.54982422484905
2019-11-21,21.495313804706466,-10.894834990660504,10.60047881404596,38.93457508219835,-13.734043967769482,25.200531114428877
2019-11-22,21.21875840789166,-12.282290691477682,8.936467716413981,38.964594128979805,-15.128687660880273,23.835906468099534
2019-11-25,21.58325272895512,-11.878616474236585,9.704636254718539,38.98392883302805,-15.98990122970519,22.99402760332287
2019-11-26,22.372208516753446,-12.546810179050738,9.825398337702707,39.35601907002088,-16.200109836746133,23.155909233274755
2019-11-27,22.668391753321885,-12.334660272039491,10.333731481282394,39.55979875500648,-18.97386093176627,20.585937823240215
2019-11-29,22.209722755614592,-13.169935129116912,9.039787626497683,39.39468557451126,-19.978833187609307,19.415852386901953
2019-12-02,22.86589297686844,-12.902889415714863,9.96300356115358,39.14603972627905,-19.927716075534182,19.21832365074487
2019-12-03,21.22098843695638,-12.50119779824203,8.719790638714349,37.94536800058516,-19.083641458009208,18.86172654257596
2019-12-04,22.026495168234415,-13.528691061700936,8.497804106533483,38.484977831941805,-18.997249443454496,19.48772838848731
2019-12-05,22.794794208928618,-14.798173842449819,7.996620366478801,39.010307870828726,-22.919425822142834,16.090882048685888
2019-12-06,22.048445566891207,-14.953878844124999,7.09456672276621,39.415348883983896,-21.97408869462492,17.441260189358974
2019-12-09,22.186021860744347,-15.77268185374559,6.4133400069987605,39.55650710828505,-22.227110431215355,17.329396677069692
2019-12-10,22.211077374295034,-16.36424083396998,5.846836540325056,39.39811121583982,-22.65201876856781,16.74609244727201
2019-12-11,23.042927015877545,-16.7640462928599,6.278880723017649,39.454506879188415,-22.83461546692123,16.619891412267187
